ID,Gender,Bmonth,Byear,Grade,School,Confidence,Heard_sustain,Heard_earthweek,Heard_greenthumb,Heard_bike,Heard_conference,Heard_recycle,Heard_buddies,Part_sustain,Part_earthweek,Part_greenthumb,Part_bike,Part_conference,Part_recycle,Part_buddies,Effective,More_activities,Attendance,Collaborate,Member,Office_space,Increase_rate,Work_sustain,Leadership,Manage_funds,Investigate,Solutions,Brainstorm,Comments
255165,Female,1,1994,Third-year,SAL,Neutral,,Earth Week,Green Thumb,Bike Co-op,,,,0,0,0,0,0,0,0,,not sure,3,3,3,Physical Office,$1-$10,no,,,,,,
255181,Female,11,1992,Second-year,SCS,Confident,Sustainability Week,Earth Week,Green Thumb,Bike Co-op,ENVS Conference,,,0,0,0,0,0,0,0,Ineffective,fun activities - environmental issues can often be bleak and therefore difficult to make people want to think about them,2,4,2,Physical Office,$1-$10,no,,,,,,
255308,Female,2,1992,Third-year,HSE,Confident,Sustainability Week,Earth Week,Green Thumb,Bike Co-op,,,,0,1,0,0,0,0,0,Effective,,2,3,2,Physical Office,$1-$10,no,,,,,,
255404,Male,5,1996,Second-year,BUS,Confident,Sustainability Week,Earth Week,Green Thumb,Bike Co-op,,,,0,0,0,0,0,0,0,Neutrale,,4,4,4,No preference,$11-$20,no,,,,,,I have heard of those events but don't know anything about them.
255407,Female,11,1997,Fourth-year,HSE,Confident,Sustainability Week,,Green Thumb,Bike Co-op,ENVS Conference,,ENV Buddies,1,0,0,0,0,0,0,Neutrale,,2,3,3,No preference,Not willing at all,no,,,,,,
255568,Female,8,1994,Fourth-year,SCS,Confident,Sustainability Week,Earth Week,Green Thumb,Bike Co-op,,,,0,0,0,0,0,0,0,,Glass Recycling,2,4,2,No preference,$1-$10,no,,,,,,
255569,Female,3,1996,Second-year,SCS,Neutral,Sustainability Week,Earth Week,Green Thumb,,,,,0,0,0,0,0,0,0,,,4,2,2,Online Office,$1-$10,no,,,,,,
255570,Female,2,1997,Third-year,,Neutral,,,,Bike Co-op,,,,0,0,0,0,0,0,0,Neutrale,,3,3,2,No preference,Not willing at all,no,,,,,,
255571,Female,2,1994,First-year ,HSE,Confident,Sustainability Week,Earth Week,Green Thumb,Bike Co-op,ENVS Conference,Recyclemania,ENV Buddies,0,0,0,0,0,1,0,Effective,,3,4,4,Physical Office,$1-$10,yes,4,4,2,3,4,
255572,Female,12,1996,Second-year,HSE,Extremely Confident,,Earth Week,Green Thumb,Bike Co-op,,,,0,0,0,0,0,0,0,,Maybe trivia about sustainability or another fun way to raise awareness,3,4,4,Physical Office,$11-$20,yes,4,1,4,4,5,
255573,Female,8,1992,Third-year,BUS,Slightly Confident,,Earth Week,,,,,,0,0,0,0,0,0,0,,,3,3,3,Physical Office,$1-$10,no,,,,,,
255574,Female,3,1995,Fourth-year,SCS,Neutral,Sustainability Week,Earth Week,,Bike Co-op,,,ENV Buddies,0,0,0,0,0,0,0,Ineffective,,1,1,1,No preference,Not willing at all,no,,,,,,
255575,Female,7,1996,Third-year,SAM,Extremely Confident,Sustainability Week,Earth Week,Green Thumb,Bike Co-op,ENVS Conference,,,1,1,0,0,0,0,0,Neutrale,,5,5,5,Physical Office,$1-$10,yes,3,2,2,4,5,
255577,Female,5,1998,Fourth-year,HSE,Neutral,,Earth Week,,Bike Co-op,,,,0,0,0,0,0,0,0,,,2,3,2,Physical Office,$1-$10,no,,,,,,
255578,Female,12,1997,First-year ,BUS,Confident,Sustainability Week,Earth Week,,Bike Co-op,,,,0,0,0,0,0,0,0,Ineffective,,3,4,2,Physical Office,$1-$10,no,,,,,,
255582,Female,3,1994,Fourth-year,HSE SAL,Neutral,,Earth Week,,Bike Co-op,,,,0,0,0,0,0,0,0,,planting/gardening,2,2,2,No preference,$1-$10,no,,,,,,
255583,Female,1,1993,First-year ,HSE SCS,Extremely Confident,Sustainability Week,Earth Week,Green Thumb,Bike Co-op,,,,1,1,1,1,0,0,0,Effective,,4,4,4,Physical Office,$21-$30,yes,4,1,4,5,5,
255586,Female,8,1996,Fourth-year,SAL,Confident,Sustainability Week,,Green Thumb,Bike Co-op,ENVS Conference,Recyclemania,,0,0,0,1,0,1,0,Effective,,1,4,2,No preference,$1-$10,no,,,,,,
255587,Female,2,1995,Fourth-year,HSE,Confident,Sustainability Week,Earth Week,Green Thumb,Bike Co-op,ENVS Conference,,,1,1,0,0,0,0,0,Neutrale,Evironmental Health,2,3,4,Physical Office,$1-$10,yes,2,3,4,4,3,
255588,Female,8,1992,First-year ,IDS,Confident,,,,Bike Co-op,,,,0,0,0,0,0,0,0,,,3,3,3,Physical Office,Not willing at all,yes,4,4,2,2,4,
255592,Female,2,1996,Fourth-year,HSE,Neutral,,,Green Thumb,Bike Co-op,,,ENV Buddies,0,0,0,0,0,0,1,Effective,,5,4,4,Online Office,Not willing at all,yes,4,4,3,2,2,
255598,Male,12,1995,Third-year,BUS,Extremely Confident,Sustainability Week,,,Bike Co-op,,Recyclemania,ENV Buddies,0,0,0,0,0,1,0,Neutrale,"More push to have recycling containers outside of buildings, and awareness to recycle off campus",3,4,3,Physical Office,$1-$10,yes,4,5,4,4,4,
255599,Female,3,1997,Fourth-year,SAM,Extremely Confident,Sustainability Week,Earth Week,Green Thumb,Bike Co-op,ENVS Conference,,,1,1,0,0,0,0,0,Neutrale,"Engage people in their classes. Give talks about sustainability to math classes, language classes. Branch out",4,3,4,Physical Office,$21-$30,no,,,,,,
255602,Female,3,1997,First-year ,HSE SAL,Slightly Confident,Sustainability Week,,,,,,,0,0,0,0,0,0,0,,,3,3,2,No preference,$1-$10,no,,,,,,
255608,Male,4,1998,Fourth-year,BUS,Not Confident at All,Sustainability Week,,Green Thumb,Bike Co-op,,,,0,0,0,0,0,0,0,,,1,2,2,Online Office,Not willing at all,no,,,,,,
255610,Female,3,1996,First-year ,SCS,Confident,Sustainability Week,,Green Thumb,,,,,0,0,0,0,0,0,0,,,1,2,1,No preference,Not willing at all,no,,,,,,
255611,Female,11,1994,Third-year,BUS,Neutral,Sustainability Week,Earth Week,Green Thumb,Bike Co-op,,,,0,0,0,0,0,0,0,,,1,1,1,No preference,Not willing at all,no,,,,,,
255612,Female,6,1997,First-year ,IDS,Neutral,,Earth Week,Green Thumb,Bike Co-op,,,,0,0,0,0,0,0,0,,,3,3,4,No preference,Not willing at all,yes,2,4,4,3,3,
255613,Male,2,1994,Fourth-year,HSE,Confident,Sustainability Week,Earth Week,Green Thumb,Bike Co-op,,Recyclemania,,0,0,0,0,0,0,0,,,1,1,1,No preference,Not willing at all,no,,,,,,
255614,Female,11,1993,First-year ,HSE SAL,Slightly Confident,,Earth Week,Green Thumb,Bike Co-op,,,,0,0,0,0,0,0,0,Neutrale,,4,4,4,Physical Office,$1-$10,yes,4,1,4,4,4,
255615,Female,2,1996,Second-year,BUS,Neutral,Sustainability Week,Earth Week,,Bike Co-op,,,,0,1,0,0,0,0,0,Neutrale,,2,2,1,No preference,$1-$10,no,,,,,,
255617,Female,1,1997,Second-year,SAL,Neutral,,,Green Thumb,Bike Co-op,,Recyclemania,,0,0,0,1,0,1,0,Ineffective,,3,3,3,No preference,$1-$10,no,,,,,,
255618,Male,3,1995,Second-year,BUS,Confident,Sustainability Week,,Green Thumb,Bike Co-op,,,,0,0,0,0,0,0,0,Ineffective,,2,3,2,No preference,$21-$30,no,,,,,,
255625,Female,12,1995,First-year ,SAM,Slightly Confident,,,,Bike Co-op,,,,0,0,0,0,0,0,0,Effective,,3,3,3,Online Office,$1-$10,no,,,,,,
255636,Female,3,1996,Second-year,HSE,Neutral,Sustainability Week,,Green Thumb,Bike Co-op,,,,0,0,0,0,0,0,0,,,2,2,2,No preference,$1-$10,no,,,,,,
255643,Female,9,1996,more than 4 years at Truman,SAM,Confident,Sustainability Week,Earth Week,Green Thumb,Bike Co-op,,,,1,0,1,0,0,0,0,Completely Effective,,3,5,4,Physical Office,$11-$20,yes,5,5,5,5,5,
255644,Female,12,1997,Fourth-year,SAM SCS,Confident,Sustainability Week,Earth Week,Green Thumb,Bike Co-op,ENVS Conference,,,1,1,0,1,1,0,0,Completely Effective,Glass recycling!,3,4,4,Physical Office,anything above $30,yes,4,3,3,4,4,
255645,Female,9,1996,Fourth-year,BUS SCS,Confident,Sustainability Week,,,Bike Co-op,ENVS Conference,,,1,0,0,0,0,0,0,Effective,,2,3,1,No preference,$1-$10,no,,,,,,
255651,Female,4,1991,Second-year,SAM,Confident,Sustainability Week,,,Bike Co-op,,,,0,0,0,0,0,0,0,,,3,3,3,No preference,$1-$10,no,,,,,,
255665,Female,6,1995,First-year ,BUS,Neutral,Sustainability Week,,Green Thumb,Bike Co-op,,,,0,0,0,0,0,0,0,,,3,3,3,Physical Office,Not willing at all,no,,,,,,
255666,Male,3,1997,Second-year,BUS,Neutral,,Earth Week,,,,,,0,0,0,0,0,0,0,,,2,3,4,Online Office,$1-$10,no,,,,,,
255668,Female,3,1993,Third-year,SAM,Neutral,Sustainability Week,,,Bike Co-op,,,,0,0,0,0,0,0,0,,,2,3,3,Online Office,$1-$10,no,,,,,,
255670,Female,5,1996,Second-year,HSE,Confident,Sustainability Week,,Green Thumb,Bike Co-op,ENVS Conference,,,0,0,0,0,0,0,0,Ineffective,,3,4,2,Online Office,$1-$10,yes,2,1,3,2,4,
255671,Female,9,1992,First-year ,SAM SCS,Not Confident at All,,,,,,,,0,0,0,0,0,0,0,,,3,3,3,No preference,$1-$10,no,,,,,,
255685,Female,7,1992,Third-year,BUS,Neutral,,,Green Thumb,Bike Co-op,,,,0,0,0,0,0,0,0,,,4,3,3,No preference,$1-$10,yes,2,4,3,3,3,"Perhaps it is because I am an off campus student, but I have not heard of most of these events. Creating more awareness would probably help the cause."
255709,Male,4,1997,Fourth-year,BUS,Neutral,,,,,,,,0,0,0,1,0,0,0,Neutrale,,3,3,4,No preference,$1-$10,no,,,,,,
255720,Male,9,1998,First-year ,SAM,Neutral,,,,,,,,0,0,0,0,0,0,0,Neutrale,,1,1,1,Physical Office,Not willing at all,no,,,,,,
255824,Female,1,1998,Fourth-year,SCS,Not Confident at All,,,,,,,,0,0,0,0,0,0,0,,,4,4,3,No preference,Not willing at all,yes,3,3,3,3,3,
255936,Male,8,1997,Fourth-year,SAM,Neutral,,Earth Week,Green Thumb,Bike Co-op,,,,0,0,0,0,0,0,0,,,2,3,1,Physical Office,$21-$30,no,,,,,,
255985,Female,6,1996,First-year ,SCS,Neutral,Sustainability Week,,,Bike Co-op,,,,0,0,0,0,0,0,0,,,3,3,3,No preference,$21-$30,no,,,,,,
